出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"109/03/07","108","1","2109","華豐","3151271.00","3991459.00","7142730.00","2392196.00","727028.00","3119224.00","3323492.00","168184.00","-887908.00","73398.00","--","2677166.00","--","--","1346340.00","4023506.00","0.00","0.00","0.00","8.06"
"109/03/07","108","1","2114","鑫永銓","1584031.00","1177926.00","2761957.00","328771.00","35057.00","363828.00","675253.00","234250.00","1488626.00","--","--","--","--","--","--","2398129.00","0.00","0.00","0.00","35.51"
"109/03/07","108","1","2115","六暉-KY","2389809.00","1052079.00","3441888.00","497985.00","596871.00","1094856.00","819650.00","443701.00","1301623.00","-217942.00","--","2347032.00","--","--","0.00","2347032.00","0.00","0.00","0.00","28.63"
"109/03/07","108","1","2201","裕隆","213054651.00","101161333.00","314215984.00","200013117.00","29847104.00","229860221.00","15729199.00","6583067.00","49511888.00","1299586.00","-376304.00","72747436.00","0.00","--","11608327.00","84355763.00","--","0.00","11838582.00","46.60"
"109/03/07","108","1","2204","中華","24819022.00","40632167.00","65451189.00","6896059.00","1520943.00","8417002.00","13840508.00","6400831.00","33194535.00","-131712.00","--","53304162.00","--","--","3730025.00","57034187.00","--","0.00","0.00","38.51"
"109/03/07","108","1","2206","三陽工業","19706249.00","19954316.00","39660565.00","15761170.00","7680369.00","23441539.00","8535956.00","1732462.00","6591253.00","-1187462.00","-716305.00","14955904.00","--","--","1263122.00","16219026.00","0.00","0.00","32748452.00","18.22"
"109/03/07","108","1","2208","台船","12448973.00","16547647.00","28996620.00","9276385.00","11775154.00","21051539.00","4729918.00","3257515.00","-86551.00","--","--","7900882.00","--","--","44199.00","7945081.00","0.00","0.00","0.00","16.70"
"109/03/07","108","1","2227","裕日車","8306441.00","20112305.00","28418746.00","2838462.00","3244335.00","6082797.00","3000000.00","6129405.00","13580319.00","-373775.00","--","22335949.00","--","--","--","22335949.00","--","0.00","0.00","74.45"
"109/03/07","108","1","2228","劍麟","2862903.00","2113972.00","4976875.00","627791.00","427642.00","1055433.00","757803.00","785818.00","2566651.00","-188830.00","--","3921442.00","--","--","--","3921442.00","0.00","0.00","0.00","51.75"
"109/03/07","108","1","2231","為升","4360655.00","2725417.00","7086072.00","2688204.00","31741.00","2719945.00","1151695.00","491232.00","2289813.00","-11400.00","--","3921340.00","--","--","444787.00","4366127.00","0.00","0.00","0.00","34.05"
"109/03/07","108","1","2233","宇隆","2032242.00","1978040.00","4010282.00","777426.00","419389.00","1196815.00","602881.00","1068073.00","1147878.00","-59828.00","-9915.00","2749089.00","--","--","64378.00","2813467.00","--","0.00","91000.00","45.67"
"109/03/07","108","1","2236","百達-KY","1718657.00","692711.00","2411368.00","729207.00","289337.00","1018544.00","410964.00","372244.00","497776.00","-48534.00","-36097.00","1196353.00","--","--","196471.00","1392824.00","0.00","0.00","636000.00","29.57"
"109/03/07","108","1","2239","英利-KY","15349835.00","15785367.00","31135202.00","13104605.00","4017385.00","17121990.00","1180070.00","7904698.00","3267310.00","-859183.00","0.00","11492895.00","--","--","2520317.00","14013212.00","0.00","0.00","0.00","97.39"
"109/03/07","108","1","2243","宏旭-KY","3018981.00","662602.00","3681583.00","2015412.00","649462.00","2664874.00","437185.00","504559.00","81872.00","-6907.00","--","1016709.00","--","--","--","1016709.00","0.00","0.00","0.00","23.26"
"109/03/07","108","1","2301","光寶科","141237662.00","41071034.00","182308696.00","102128077.00","2719786.00","104847863.00","23508670.00","21745095.00","31999117.00","-1921577.00","-1248722.00","74082583.00","--","--","3378250.00","77460833.00","--","0.00","26841500.00","31.88"
"109/03/07","108","1","2302","麗正","414620.00","1553520.00","1968140.00","241146.00","81319.00","322465.00","1663029.00","9.00","26951.00","-44314.00","--","1645675.00","--","--","0.00","1645675.00","0.00","0.00","0.00","9.90"
"109/03/07","108","1","2303","聯電","146796008.00","227341572.00","374137580.00","52644551.00","111678817.00","164323368.00","121243187.00","40163730.00","61386409.00","-10916454.00","-2515594.00","209361278.00","--","--","452934.00","209814212.00","--","0.00","216078737.00","17.58"
"109/03/07","108","1","2305","全友","1361078.00","1597683.00","2958761.00","275999.00","405424.00","681423.00","2056608.00","0.00","-120033.00","349675.00","-49781.00","2236469.00","--","--","40869.00","2277338.00","--","0.00","2934365.00","11.03"
"109/03/07","108","1","2308","台達電","157832920.00","107493821.00","265326741.00","74707556.00","45909915.00","120617471.00","25975433.00","48396770.00","66725478.00","-6175339.00","--","134922342.00","--","--","9786928.00","144709270.00","--","0.00","0.00","51.94"
"109/03/07","108","1","2312","金寶","60620265.00","37963803.00","98584068.00","55616263.00","15810572.00","71426835.00","14520812.00","654902.00","2703424.00","-131749.00","-1492651.00","16254738.00","0.00","--","10902495.00","27157233.00","0.00","0.00","107130408.00","12.09"
"109/03/07","108","1","2313","華通","28338105.00","28614920.00","56953025.00","17043742.00","15710997.00","32754739.00","11918206.00","1016898.00","10728602.00","534580.00","--","24198286.00","0.00","--","0.00","24198286.00","0.00","0.00","0.00","20.30"
"109/03/07","108","1","2314","台揚","3828941.00","1918029.00","5746970.00","2309542.00","655129.00","2964671.00","2280283.00","402937.00","272361.00","-173282.00","--","2782299.00","--","--","0.00","2782299.00","0.00","0.00","0.00","12.20"
"109/03/07","108","1","2316","楠梓電","7267916.00","5090575.00","12358491.00","1877204.00","3068312.00","4945516.00","2256056.00","250545.00","5332597.00","-330143.00","-96080.00","7412975.00","--","--","--","7412975.00","--","0.00","1612419.00","33.09"
"109/03/07","108","1","2317","鴻海","2318826120.00","722041389.00","3040867509.00","1332922617.00","309424971.00","1642347588.00","138629906.00","196339860.00","963234590.00","-30968014.00","-15194.00","1267221148.00","--","--","131298773.00","1398519921.00","0.00","0.00","1483078.00","91.42"
"109/03/07","108","1","2321","東訊","1291748.00","1110190.00","2401938.00","1214898.00","531139.00","1746037.00","3153326.00","2836.00","-2738767.00","6751.00","-13784.00","410362.00","--","--","245539.00","655901.00","0.00","0.00","1410604.00","1.31"
"109/03/07","108","1","2323","中環","10888636.00","12170062.00","23058698.00","2579375.00","858135.00","3437510.00","17260164.00","7699920.00","-5493721.00","-228359.00","0.00","19238004.00","--","--","383184.00","19621188.00","--","0.00","0.00","11.15"
"109/03/07","108","1","2324","仁寶","350597181.00","39672597.00","390269778.00","259764905.00","14911307.00","274676212.00","44071466.00","9933014.00","61396881.00","-6700115.00","-881247.00","107819999.00","--","--","7773567.00","115593566.00","--","0.00","50017431.00","24.75"
"109/03/07","108","1","2327","國巨","62386437.00","62391757.00","124778194.00","54648164.00","7371851.00","62020015.00","4271217.00","5545391.00","56041668.00","-779535.00","-2421552.00","62657189.00","--","--","100990.00","62758179.00","0.00","0.00","2965000.00","147.72"
"109/03/07","108","1","2328","廣宇","14456698.00","6470953.00","20927651.00","7457073.00","597325.00","8054398.00","5183462.00","1503606.00","5244005.00","-666617.00","--","11264456.00","--","--","1608797.00","12873253.00","0.00","0.00","0.00","21.73"
"109/03/07","108","1","2329","華泰","5959606.00","10420790.00","16380396.00","8189306.00","2619505.00","10808811.00","5523285.00","20114.00","20206.00","7980.00","--","5571585.00","--","--","--","5571585.00","--","0.00","0.00","10.09"
"109/03/07","108","1","2330","台積電","991324815.00","1196111970.00","2187436785.00","378267634.00","65651549.00","443919183.00","259303805.00","56320688.00","1437946154.00","-10725023.00","--","1742845624.00","--","--","671978.00","1743517602.00","--","0.00","0.00","67.21"
"109/03/07","108","1","2331","精英","15112974.00","7605829.00","22718803.00","10494789.00","1019353.00","11514142.00","5574030.00","5903019.00","155977.00","-591115.00","--","11041911.00","--","--","162750.00","11204661.00","0.00","0.00","0.00","19.81"
"109/03/07","108","1","2332","友訊","11059992.00","5929156.00","16989148.00","6608134.00","815849.00","7423983.00","6519961.00","1671324.00","2152176.00","-1219638.00","0.00","9123823.00","--","--","441342.00","9565165.00","--","0.00","0.00","13.99"
"109/03/07","108","1","2337","旺宏","33918984.00","26213968.00","60132952.00","20540810.00","7897354.00","28438164.00","18401449.00","-55981.00","14219387.00","-711321.00","-159061.00","31694473.00","--","--","315.00","31694788.00","22137.00","0.00","1956619.00","17.24"
"109/03/07","108","1","2338","光罩","1709672.00","2694942.00","4404614.00","1408656.00","365667.00","1774323.00","2527136.00","172566.00","799619.00","11431.00","-884741.00","2626011.00","--","--","4280.00","2630291.00","0.00","0.00","57081440.00","13.42"
"109/03/07","108","1","2340","光磊","6092200.00","4455721.00","10547921.00","1974343.00","926692.00","2901035.00","4454386.00","702521.00","2256333.00","254507.00","-24503.00","7643244.00","--","--","3642.00","7646886.00","0.00","0.00","887698.00","17.19"
"109/03/07","108","1","2342","茂矽","2404095.00","1541185.00","3945280.00","1164738.00","469846.00","1634584.00","1563423.00","635994.00","222406.00","-131459.00","-3.00","2290361.00","--","--","20335.00","2310696.00","0.00","0.00","86.00","14.65"
"109/03/07","108","1","2344","華邦電","36656872.00","62201061.00","98857933.00","15848350.00","17724248.00","33572598.00","39800002.00","7540472.00","12037292.00","4414432.00","--","63792198.00","--","--","1493137.00","65285335.00","--","0.00","0.00","16.03"
"109/03/07","108","1","2345","智邦","21102660.00","2056014.00","23158674.00","11605489.00","378594.00","11984083.00","5576864.00","795602.00","5042055.00","-192378.00","-50999.00","11171144.00","--","--","3447.00","11174591.00","--","0.00","2209867.00","20.11"
"109/03/07","108","1","2347","聯強","107988726.00","32823321.00","140812047.00","85799852.00","1615225.00","87415077.00","16679470.00","14834259.00","23919229.00","-3947315.00","--","51485643.00","--","--","1911327.00","53396970.00","0.00","0.00","0.00","30.87"
"109/03/07","108","1","2348","海悅","2075330.00","437400.00","2512730.00","955410.00","46200.00","1001610.00","856000.00","0.00","644820.00","-24840.00","--","1475980.00","--","--","35140.00","1511120.00","0.00","0.00","0.00","17.24"
"109/03/07","108","1","2349","錸德","8482266.00","15311548.00","23793814.00","5221117.00","4909796.00","10130913.00","12841579.00","1158126.00","-3795152.00","-957702.00","0.00","9246851.00","--","--","4416050.00","13662901.00","0.00","0.00","0.00","7.20"
"109/03/07","108","1","2351","順德","5993086.00","5324877.00","11317963.00","3127471.00","1971950.00","5099421.00","1821403.00","485155.00","3651441.00","-69634.00","--","5888365.00","--","--","330177.00","6218542.00","0.00","0.00","0.00","32.33"
"109/03/07","108","1","2352","佳世達","68641598.00","56232663.00","124874261.00","66875032.00","15963804.00","82838836.00","19667820.00","2134154.00","11645641.00","313524.00","--","33761139.00","--","--","8274286.00","42035425.00","--","0.00","0.00","17.17"
"109/03/07","108","1","2353","宏碁","118542375.00","33875285.00","152417660.00","82305712.00","10019548.00","92325260.00","30749338.00","27856146.00","6605815.00","-2943506.00","-2914856.00","59352937.00","--","--","739463.00","60092400.00","0.00","0.00","46746290.00","19.60"
"109/03/07","108","1","2354","鴻準","88209886.00","53594122.00","141804008.00","35893737.00","1586601.00","37480338.00","14144852.00","7767553.00","78447142.00","3884193.00","--","104243740.00","--","--","79930.00","104323670.00","0.00","0.00","0.00","73.70"
"109/03/07","108","1","2355","敬鵬","13963709.00","9332112.00","23295821.00","6641520.00","991321.00","7632841.00","3974954.00","1568318.00","10089622.00","16734.00","--","15649628.00","--","--","13352.00","15662980.00","0.00","0.00","0.00","39.37"
"109/03/07","108","1","2356","英業達","159509078.00","38613774.00","198122852.00","129456086.00","8682171.00","138138257.00","35874751.00","2912889.00","19919960.00","-745021.00","--","57962579.00","--","--","2022016.00","59984595.00","0.00","0.00","0.00","16.16"
"109/03/07","108","1","2357","華碩","238444283.00","95261842.00","333706125.00","145335959.00","12587882.00","157923841.00","7427603.00","6287657.00","132420745.00","23073735.00","--","169209740.00","--","--","6572544.00","175782284.00","0.00","0.00","0.00","227.81"
"109/03/07","108","1","2358","廷鑫","1910537.00","787198.00","2697735.00","870600.00","598265.00","1468865.00","946162.00","364500.00","-48754.00","277.00","-33315.00","1228870.00","--","--","--","1228870.00","--","0.00","1892000.00","13.25"
"109/03/07","108","1","2359","所羅門","4685819.00","1818758.00","6504577.00","1391811.00","123567.00","1515378.00","1714711.00","177412.00","2837979.00","-74562.00","-6042.00","4649498.00","--","--","339701.00","4989199.00","0.00","0.00","100432.00","27.13"
"109/03/07","108","1","2360","致茂","12938125.00","10388397.00","23326522.00","5378914.00","2822137.00","8201051.00","4238677.00","3470835.00","7089501.00","89415.00","-35714.00","14852714.00","--","--","272757.00","15125471.00","--","1272000.00","1915579.00","35.70"
"109/03/07","108","1","2362","藍天","21765153.00","89429587.00","111194740.00","21053198.00","46542022.00","67595220.00","6697630.00","820714.00","38515191.00","-1414437.00","-1036974.00","43582124.00","--","--","17396.00","43599520.00","0.00","0.00","54547265.00","70.84"
"109/03/07","108","1","2363","矽統","1149661.00","5235833.00","6385494.00","54365.00","9634.00","63999.00","5600625.00","16268.00","5380970.00","-4426303.00","-250065.00","6321495.00","--","--","0.00","6321495.00","--","0.00","26000003.00","11.84"
"109/03/07","108","1","2364","倫飛","484322.00","717420.00","1201742.00","807377.00","80244.00","887621.00","1989398.00","0.00","-1490547.00","20052.00","-202059.00","316844.00","--","--","-2723.00","314121.00","0.00","0.00","3007364.00","1.62"
"109/03/07","108","1","2365","昆盈","1787287.00","2793653.00","4580940.00","1001511.00","519718.00","1521229.00","2345385.00","503164.00","715264.00","-536374.00","0.00","3027439.00","--","--","32272.00","3059711.00","--","0.00","0.00","12.91"
"109/03/07","108","1","2367","燿華","8276862.00","14660265.00","22937127.00","7353565.00","5404137.00","12757702.00","6194072.00","2822047.00","1213910.00","-72608.00","--","10157421.00","--","--","22004.00","10179425.00","--","0.00","0.00","16.40"
"109/03/07","108","1","2368","金像電","12309694.00","7753558.00","20063252.00","10325922.00","2899118.00","13225040.00","5464879.00","1471233.00","-231780.00","232357.00","-98477.00","6838212.00","--","--","0.00","6838212.00","0.00","0.00","5723750.00","12.65"
"109/03/07","108","1","2369","菱生","3222450.00","4821799.00","8044249.00","1278389.00","1039784.00","2318173.00","3801023.00","1526565.00","487929.00","-97549.00","-176415.00","5541553.00","--","--","184523.00","5726076.00","--","0.00","5658911.00","14.80"
"109/03/07","108","1","2371","大同","47380790.00","91895357.00","139276147.00","64333045.00","42219593.00","106552638.00","23395367.00","3305148.00","11375723.00","116089.00","-1212726.00","36979601.00","--","--","-4256092.00","32723509.00","--","0.00","64128571.00","16.25"
"109/03/07","108","1","2373","震旦行","10830244.00","6711331.00","17541575.00","6088304.00","2298941.00","8387245.00","2362025.00","1850952.00","4337765.00","238188.00","-791826.00","7997104.00","--","--","1157226.00","9154330.00","--","0.00","12496797.00","35.75"
"109/03/07","108","1","2374","佳能","5787788.00","5340148.00","11127936.00","3411174.00","87776.00","3498950.00","2823628.00","1563455.00","3204225.00","-226769.00","--","7364539.00","--","--","264447.00","7628986.00","0.00","0.00","0.00","26.08"
"109/03/07","108","1","2375","凱美","9282770.00","4023328.00","13306098.00","5003771.00","460019.00","5463790.00","915183.00","245053.00","2568170.00","-12619.00","--","3715787.00","--","--","4126521.00","7842308.00","0.00","0.00","0.00","40.60"
"109/03/07","108","1","2376","技嘉","31702724.00","7407217.00","39109941.00","13475513.00","686949.00","14162462.00","6356889.00","3924357.00","13664866.00","932997.00","--","24879109.00","--","--","68370.00","24947479.00","--","0.00","0.00","39.14"
"109/03/07","108","1","2377","微星","49448511.00","6125584.00","55574095.00","23547898.00","645322.00","24193220.00","8448562.00","1226049.00","22083626.00","-377362.00","--","31380875.00","--","--","--","31380875.00","0.00","0.00","0.00","37.14"
"109/03/07","108","1","2379","瑞昱","54001331.00","8606042.00","62607373.00","34382553.00","2062640.00","36445193.00","5080955.00","3236659.00","17296922.00","538012.00","--","26152548.00","--","--","9632.00","26162180.00","0.00","0.00","0.00","51.47"
"109/03/07","108","1","2380","虹光","1708032.00","1377630.00","3085662.00","1120946.00","308733.00","1429679.00","2082209.00","816485.00","-1315353.00","80949.00","-8548.00","1655742.00","--","--","241.00","1655983.00","0.00","0.00","251078.00","7.96"
"109/03/07","108","1","2382","廣達","550060856.00","61723925.00","611784781.00","445667517.00","21830407.00","467497924.00","38626274.00","14085316.00","91375653.00","-5993099.00","-333094.00","137761050.00","--","--","6525807.00","144286857.00","--","0.00","8108885.00","35.74"
"109/03/07","108","1","2383","台光電","16324859.00","5814793.00","22139652.00","6677833.00","2838104.00","9515937.00","3196524.00","623721.00","8978424.00","-190643.00","--","12608026.00","--","--","15689.00","12623715.00","--","0.00","0.00","39.44"
"109/03/07","108","1","2385","群光","43577838.00","23150665.00","66728503.00","35252394.00","931966.00","36184360.00","7303799.00","5579023.00","16468439.00","-2405587.00","-728584.00","26217090.00","--","--","4327053.00","30544143.00","--","0.00","43740234.00","38.18"
"109/03/07","108","1","2387","精元","8568261.00","4110477.00","12678738.00","4894575.00","223416.00","5117991.00","1962980.00","866.00","5346097.00","-402346.00","-69603.00","6837994.00","--","--","722753.00","7560747.00","0.00","0.00","4726659.00","35.69"
"109/03/07","108","1","2388","威盛","3820650.00","5170354.00","8991004.00","1856707.00","3169122.00","5025829.00","4933034.00","16671.00","-1141473.00","-169326.00","--","3638906.00","--","--","326269.00","3965175.00","0.00","0.00","0.00","7.38"
"109/03/07","108","1","2390","云辰","1148353.00","1608090.00","2756443.00","429797.00","68217.00","498014.00","2140216.00","398063.00","-233450.00","-46582.00","--","2258247.00","--","--","182.00","2258429.00","--","0.00","0.00","10.55"
"109/03/07","108","1","2392","正崴","34532507.00","36265203.00","70797710.00","23449727.00","18401479.00","41851206.00","5123269.00","9430462.00","9328520.00","-1107871.00","-272066.00","22502314.00","--","--","6444190.00","28946504.00","0.00","0.00","27503000.00","46.41"
"109/03/07","108","1","2393","億光","15668571.00","11807836.00","27476407.00","7773776.00","2051529.00","9825305.00","4430513.00","9160328.00","4710645.00","-1024758.00","0.00","17276728.00","--","--","374374.00","17651102.00","0.00","0.00","0.00","38.99"
"109/03/07","108","1","2395","研華","26947896.00","19915878.00","46863774.00","12574102.00","2647637.00","15221739.00","6990755.00","7179266.00","17657977.00","-553502.00","--","31274496.00","--","--","367539.00","31642035.00","--","380000.00","0.00","44.74"
"109/03/07","108","1","2397","友通","3783083.00","1872573.00","5655656.00","1364091.00","387777.00","1751868.00","1146889.00","673852.00","1621649.00","-39844.00","-12907.00","3389639.00","--","--","514149.00","3903788.00","--","0.00","200000.00","29.61"
"109/03/07","108","1","2399","映泰","1981740.00","981865.00","2963605.00","575072.00","70200.00","645272.00","1781000.00","91712.00","128909.00","8594.00","--","2010215.00","0.00","--","308118.00","2318333.00","--","0.00","0.00","11.29"
"109/03/07","108","1","2401","凌陽","6362687.00","5609843.00","11972530.00","1399863.00","603710.00","2003573.00","5919949.00","805187.00","2255899.00","-379554.00","-63401.00","8538080.00","--","--","1430877.00","9968957.00","--","0.00","3559996.00","14.51"
"109/03/07","108","1","2402","毅嘉","5352760.00","3979705.00","9332465.00","2820351.00","428291.00","3248642.00","3075366.00","2163711.00","878072.00","-33326.00","0.00","6083823.00","--","--","--","6083823.00","--","0.00","0.00","19.78"
"109/03/07","108","1","2404","漢唐","18407018.00","3642255.00","22049273.00","13081249.00","481512.00","13562761.00","1905867.00","374156.00","5123664.00","816908.00","0.00","8220595.00","--","--","265917.00","8486512.00","0.00","0.00","0.00","43.13"
"109/03/07","108","1","2405","浩鑫","3368549.00","769202.00","4137751.00","779946.00","57536.00","837482.00","3434273.00","63648.00","-76557.00","-87692.00","-33403.00","3300269.00","--","--","--","3300269.00","--","0.00","3800000.00","9.72"
"109/03/07","108","1","2406","國碩","12459422.00","7745272.00","20204694.00","8544702.00","6447097.00","14991799.00","3390590.00","2677215.00","-3487041.00","-211479.00","--","2369285.00","--","--","2843610.00","5212895.00","0.00","0.00","0.00","6.99"
"109/03/07","108","1","2408","南亞科","86275376.00","98283949.00","184559325.00","16101563.00","816506.00","16918069.00","30537105.00","31444561.00","106953931.00","-147409.00","-1146932.00","167641256.00","0.00","--","0.00","167641256.00","0.00","89000.00","20000000.00","55.26"
"109/03/07","108","1","2409","友達","144684776.00","270789029.00","415473805.00","111273187.00","91094464.00","202367651.00","96242451.00","60461816.00","43158729.00","-45121.00","--","199817875.00","--","--","13288279.00","213106154.00","--","0.00","0.00","20.76"
"109/03/07","108","1","2412","中華電","98231559.00","381800042.00","480031601.00","59159501.00","25968186.00","85127687.00","77574465.00","171135080.00","135696488.00","309142.00","--","384715175.00","--","--","10188739.00","394903914.00","--","0.00","0.00","49.59"
"109/03/07","108","1","2413","環科","3230567.00","1656328.00","4886895.00","2400784.00","735721.00","3136505.00","1273592.00","369310.00","440049.00","-338891.00","--","1744060.00","--","--","6330.00","1750390.00","--","0.00","0.00","13.69"
"109/03/07","108","1","2414","精技","4453545.00","1347819.00","5801364.00","2509215.00","136026.00","2645241.00","1617358.00","309619.00","769306.00","-6229.00","--","2690054.00","--","--","466069.00","3156123.00","--","0.00","0.00","16.63"
"109/03/07","108","1","2415","錩新","3145486.00","1643823.00","4789309.00","2176524.00","444962.00","2621486.00","800000.00","213854.00","596047.00","-17178.00","--","1592723.00","--","--","575100.00","2167823.00","--","0.00","0.00","19.91"
"109/03/07","108","1","2417","圓剛","2543752.00","2128934.00","4672686.00","601856.00","131741.00","733597.00","1928923.00","544523.00","308540.00","10999.00","0.00","2792985.00","0.00","--","1146104.00","3939089.00","0.00","0.00","0.00","14.48"
"109/03/07","108","1","2419","仲琦","7701998.00","1435846.00","9137844.00","4984819.00","311964.00","5296783.00","2270907.00","755077.00","458266.00","-36062.00","-160442.00","3287746.00","--","--","553315.00","3841061.00","--","2401082.00","7669000.00","14.98"
"109/03/07","108","1","2420","新巨","1997917.00","3628307.00","5626224.00","1044049.00","1369162.00","2413211.00","1526487.00","135569.00","1533282.00","-17952.00","--","3177386.00","--","--","35627.00","3213013.00","--","0.00","0.00","20.82"
"109/03/07","108","1","2421","建準","5892142.00","2864368.00","8756510.00","3984246.00","537111.00","4521357.00","2509297.00","366903.00","1476914.00","-117961.00","--","4235153.00","--","--","0.00","4235153.00","--","0.00","0.00","16.88"
"109/03/07","108","1","2423","固緯","2200845.00","1079456.00","3280301.00","716075.00","150095.00","866170.00","1450472.00","4047.00","1002728.00","-48729.00","--","2408518.00","--","--","5613.00","2414131.00","0.00","0.00","0.00","16.61"
"109/03/07","108","1","2424","隴華","87444.00","402582.00","490026.00","34995.00","114239.00","149234.00","300000.00","--","40028.00","764.00","--","340792.00","--","--","--","340792.00","0.00","0.00","0.00","11.36"
"109/03/07","108","1","2425","承啟","2195675.00","485055.00","2680730.00","631367.00","75540.00","706907.00","1014988.00","--","848447.00","-99228.00","0.00","1764207.00","--","--","209616.00","1973823.00","0.00","0.00","0.00","17.38"
"109/03/07","108","1","2426","鼎元","3413817.00","3211883.00","6625700.00","1282188.00","983107.00","2265295.00","3006223.00","223587.00","766659.00","-71027.00","--","3925442.00","--","--","434963.00","4360405.00","--","0.00","0.00","13.06"
"109/03/07","108","1","2427","三商電","3106528.00","1467423.00","4573951.00","2266756.00","130306.00","2397062.00","1843145.00","100022.00","195278.00","36129.00","--","2174574.00","--","--","2315.00","2176889.00","--","0.00","0.00","11.80"
"109/03/07","108","1","2428","興勤","5941783.00","2690839.00","8632622.00","1313230.00","920635.00","2233865.00","1281127.00","348263.00","4643906.00","-22082.00","--","6251214.00","--","--","147543.00","6398757.00","--","0.00","0.00","48.79"
"109/03/07","108","1","2429","銘旺科","373252.00","566382.00","939634.00","518843.00","122912.00","641755.00","293092.00","0.00","-19186.00","-780.00","--","273126.00","--","--","24753.00","297879.00","--","3000000.00","0.00","9.10"
"109/03/07","108","1","2430","燦坤","4273807.00","10064280.00","14338087.00","5100837.00","4564556.00","9665393.00","1664688.00","1250832.00","1816842.00","-61020.00","0.00","4671342.00","--","--","1352.00","4672694.00","0.00","0.00","0.00","28.06"
"109/03/07","108","1","2431","聯昌","1753188.00","653542.00","2406730.00","1037971.00","67925.00","1105896.00","1109270.00","187070.00","124562.00","-120068.00","--","1300834.00","--","--","--","1300834.00","--","--","--","11.73"
"109/03/07","108","1","2433","互盛電","3377400.00","5106542.00","8483942.00","2360129.00","1153554.00","3513683.00","1444960.00","41153.00","1427630.00","1433036.00","--","4346779.00","--","--","623480.00","4970259.00","--","0.00","0.00","30.08"
"109/03/07","108","1","2434","統懋","261914.00","553958.00","815872.00","346199.00","116227.00","462426.00","706021.00","0.00","-343716.00","-8859.00","--","353446.00","--","--","--","353446.00","--","0.00","0.00","5.01"
"109/03/07","108","1","2436","偉詮電","3351998.00","358750.00","3710748.00","598236.00","112923.00","711159.00","1780444.00","17543.00","1216312.00","-20249.00","--","2994050.00","--","--","5539.00","2999589.00","0.00","0.00","0.00","16.82"
"109/03/07","108","1","2438","翔耀","410077.00","605957.00","1016034.00","91767.00","91258.00","183025.00","952159.00","43566.00","-399500.00","-19500.00","0.00","576725.00","--","--","256284.00","833009.00","0.00","0.00","0.00","6.06"
"109/03/07","108","1","2439","美律","14759345.00","9723097.00","24482442.00","8487734.00","3985629.00","12473363.00","2054565.00","3433404.00","5413237.00","968117.00","0.00","11869323.00","--","--","139756.00","12009079.00","0.00","0.00","0.00","57.77"
"109/03/07","108","1","2440","太空梭","1826857.00","937502.00","2764359.00","1525369.00","72388.00","1597757.00","1391173.00","5109.00","-260646.00","30966.00","--","1166602.00","--","--","--","1166602.00","0.00","0.00","0.00","8.39"
"109/03/07","108","1","2441","超豐","7499345.00","11449176.00","18948521.00","2130128.00","244922.00","2375050.00","5688459.00","1865.00","10914836.00","-31689.00","--","--","--","--","--","16573471.00","--","0.00","0.00","29.14"
"109/03/07","108","1","2442","新美齊","5919669.00","2312098.00","8231767.00","2197085.00","1779445.00","3976530.00","2397403.00","-2574.00","1123881.00","-8854.00","--","3509856.00","--","--","745381.00","4255237.00","0.00","0.00","0.00","14.64"
"109/03/07","108","1","2443","億麗","1209396.00","661192.00","1870588.00","804539.00","122955.00","927494.00","1456870.00","198048.00","-707164.00","-41772.00","--","905982.00","0.00","--","37112.00","943094.00","--","0.00","0.00","6.22"
"109/03/07","108","1","2444","兆勁","685077.00","657834.00","1342911.00","382095.00","4000.00","386095.00","1055576.00","124737.00","-93073.00","-17236.00","-113188.00","--","--","--","--","956816.00","--","0.00","3988000.00","9.42"
"109/03/07","108","1","2448","晶電","22281917.00","40425108.00","62707025.00","8636661.00","3807669.00","12444330.00","10887014.00","39541697.00","-630659.00","-927523.00","-325490.00","48545039.00","--","--","1717656.00","50262695.00","0.00","0.00","10364755.00","45.02"
"109/03/07","108","1","2449","京元電子","11800803.00","35611556.00","47412359.00","4682699.00","17634777.00","22317476.00","12227451.00","4843558.00","8587706.00","-570441.00","--","25088274.00","--","--","6609.00","25094883.00","--","0.00","0.00","20.52"
"109/03/07","108","1","2450","神腦","7016462.00","3526303.00","10542765.00","3950067.00","719587.00","4669654.00","2582527.00","717885.00","2573582.00","-16155.00","0.00","5857839.00","--","--","15272.00","5873111.00","--","0.00","0.00","22.68"
"109/03/07","108","1","2451","創見","16435456.00","5791328.00","22226784.00","1561130.00","287214.00","1848344.00","4307617.00","4605233.00","11497172.00","-31582.00","--","20378440.00","--","--","--","20378440.00","0.00","0.00","0.00","47.31"
"109/03/07","108","1","2453","凌群","2607149.00","950778.00","3557927.00","1528473.00","247120.00","1775593.00","1000000.00","805.00","767727.00","-8375.00","0.00","1760157.00","--","--","22177.00","1782334.00","--","0.00","0.00","17.60"
