出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"109/03/07","108","1","4104","佳醫","10030936.00","4475692.00","14506628.00","5108022.00","790537.00","5898559.00","1281490.00","2812704.00","2889850.00","34125.00","--","7018169.00","--","--","1589900.00","8608069.00","0.00","0.00","0.00","54.77"
"109/03/07","108","1","4106","雃博","1799338.00","1516065.00","3315403.00","1040283.00","199223.00","1239506.00","1009116.00","345635.00","865284.00","-146857.00","--","2073178.00","--","--","2719.00","2075897.00","--","0.00","0.00","20.54"
"109/03/07","108","1","4108","懷特","987395.00","1047821.00","2035216.00","68229.00","45789.00","114018.00","1636164.00","46326.00","-122439.00","-114493.00","--","1445558.00","--","--","475640.00","1921198.00","--","0.00","0.00","8.84"
"109/03/07","108","1","4119","旭富","1888964.00","2084246.00","3973210.00","582243.00","23767.00","606010.00","794853.00","1348339.00","1235873.00","-11865.00","--","3367200.00","--","--","--","3367200.00","0.00","0.00","0.00","42.36"
"109/03/07","108","1","4133","亞諾法","728983.00","566221.00","1295204.00","55057.00","10982.00","66039.00","605536.00","474527.00","130272.00","18830.00","0.00","1229165.00","0.00","--","0.00","1229165.00","0.00","0.00","0.00","20.30"
"109/03/07","108","1","4137","麗豐-KY","5307638.00","1910961.00","7218599.00","2429113.00","191041.00","2620154.00","794924.00","1351932.00","2686279.00","-234690.00","0.00","4598445.00","--","--","--","4598445.00","--","0.00","0.00","57.85"
"109/03/07","108","1","4141","龍燈-KY","8609714.00","8707169.00","17316883.00","8307849.00","3192848.00","11500697.00","1711450.00","3316205.00","1763686.00","-975155.00","0.00","5816186.00","0.00","--","0.00","5816186.00","0.00","0.00","0.00","33.98"
"109/03/07","108","1","4142","國光生","1411224.00","3947477.00","5358701.00","1055693.00","2657022.00","3712715.00","2373528.00","76996.00","-1141924.00","132567.00","0.00","1441167.00","--","--","204819.00","1645986.00","0.00","0.00","0.00","6.07"
"109/03/07","108","1","4144","康聯-KY","1554340.00","3159062.00","4713402.00","1406056.00","446529.00","1852585.00","771390.00","1077764.00","431373.00","310883.00","0.00","2591410.00","--","--","269407.00","2860817.00","--","0.00","0.00","33.59"
"109/03/07","108","1","4148","全宇生技-KY","2265946.00","861284.00","3127230.00","479977.00","45772.00","525749.00","640340.00","781886.00","1062836.00","-265446.00","--","2219616.00","--","--","381865.00","2601481.00","--","0.00","0.00","34.66"
"109/03/07","108","1","4155","訊映","822305.00","1060830.00","1883135.00","316112.00","258845.00","574957.00","754498.00","283537.00","300098.00","-17102.00","-39591.00","1281440.00","--","--","26738.00","1308178.00","0.00","0.00","1500000.00","17.33"
"109/03/07","108","1","4164","承業醫","3371092.00","7680302.00","11051394.00","1958533.00","3892924.00","5851457.00","1399136.00","2931376.00","1101317.00","-358007.00","-34956.00","5038866.00","--","--","161071.00","5199937.00","0.00","0.00","1000000.00","36.27"
"109/03/07","108","1","4190","佐登-KY","2161442.00","4859769.00","7021211.00","3145505.00","1901685.00","5047190.00","609997.00","660696.00","854491.00","-151163.00","--","1974021.00","--","--","--","1974021.00","--","0.00","0.00","32.36"
"109/03/07","108","1","4306","炎洲","15189855.00","18260237.00","33450092.00","13561422.00","10282509.00","23843931.00","5300623.00","2644581.00","1773802.00","-218673.00","-526545.00","8973788.00","--","--","632373.00","9606161.00","0.00","0.00","37664615.00","18.22"
"109/03/07","108","1","4414","如興","13796163.00","10391442.00","24187605.00","9794179.00","1179684.00","10973863.00","9034349.00","6772712.00","-2625661.00","180205.00","-1410547.00","11951058.00","--","--","1262684.00","13213742.00","--","0.00","83388000.00","14.57"
"109/03/07","108","1","4426","利勤","1594443.00","3520695.00","5115138.00","749380.00","1202774.00","1952154.00","1485974.00","42859.00","1632736.00","1415.00","--","3162984.00","--","--","--","3162984.00","0.00","0.00","0.00","21.29"
"109/03/07","108","1","4438","廣越","8641190.00","3379834.00","12021024.00","4199140.00","377855.00","4576995.00","1033753.00","2868874.00","2920432.00","-210709.00","0.00","6612350.00","--","--","831679.00","7444029.00","--","0.00","0.00","63.96"
"109/03/07","108","1","4526","東台","13824300.00","5461579.00","19285879.00","9458333.00","3549944.00","13008277.00","2548265.00","1201104.00","1777644.00","3833.00","--","5530846.00","--","--","746756.00","6277602.00","--","0.00","0.00","21.70"
